Year,Term,Subject,Number,Name,Description,Credit Hours,Section Info,Section Title,Section Credit Hours
2026,Spring,ABE,228,Computer-Aided Problem-Solving for ABE II,"Case studies from traditional and new domains in ABE will be considered, such as: off-highway vehicles, natural resources and environmental systems, control of indoor air environments, bioprocessing of food and agricultural materials, digital and urban agriculture, renewable energy, sustainability, and synthetic biology. Typical approaches to problem solving include spreadsheets, GUI based programming, scripting, geospatial platforms, solid modeling, visual programming, dynamic modeling, biological modeling. ABE 228 considers complementary approaches and topics covered in ABE 227. Prerequisite: One of MATH 220, MATH 221, MATH 234.",3 hours.,"Prerequisite: One of MATH 220, MATH 221, MATH 234.",,
2026,Spring,ABE,228,Computer-Aided Problem-Solving for ABE II,"Case studies from traditional and new domains in ABE will be considered, such as: off-highway vehicles, natural resources and environmental systems, control of indoor air environments, bioprocessing of food and agricultural materials, digital and urban agriculture, renewable energy, sustainability, and synthetic biology. Typical approaches to problem solving include spreadsheets, GUI based programming, scripting, geospatial platforms, solid modeling, visual programming, dynamic modeling, biological modeling. ABE 228 considers complementary approaches and topics covered in ABE 227. Prerequisite: One of MATH 220, MATH 221, MATH 234.",3 hours.,"Prerequisite: One of MATH 220, MATH 221, MATH 234.",,
2026,Spring,ABE,228,Computer-Aided Problem-Solving for ABE II,"Case studies from traditional and new domains in ABE will be considered, such as: off-highway vehicles, natural resources and environmental systems, control of indoor air environments, bioprocessing of food and agricultural materials, digital and urban agriculture, renewable energy, sustainability, and synthetic biology. Typical approaches to problem solving include spreadsheets, GUI based programming, scripting, geospatial platforms, solid modeling, visual programming, dynamic modeling, biological modeling. ABE 228 considers complementary approaches and topics covered in ABE 227. Prerequisite: One of MATH 220, MATH 221, MATH 234.",3 hours.,"Prerequisite: One of MATH 220, MATH 221, MATH 234.",,
2026,Spring,ABE,228,Computer-Aided Problem-Solving for ABE II,"Case studies from traditional and new domains in ABE will be considered, such as: off-highway vehicles, natural resources and environmental systems, control of indoor air environments, bioprocessing of food and agricultural materials, digital and urban agriculture, renewable energy, sustainability, and synthetic biology. Typical approaches to problem solving include spreadsheets, GUI based programming, scripting, geospatial platforms, solid modeling, visual programming, dynamic modeling, biological modeling. ABE 228 considers complementary approaches and topics covered in ABE 227. Prerequisite: One of MATH 220, MATH 221, MATH 234.",3 hours.,"Prerequisite: One of MATH 220, MATH 221, MATH 234.",,
2026,Spring,ABE,232,Context in International Interventions,"This multi-disciplinary course will examine a new approach to infrastructure engineering for alternately developed societies that seeks to counteract the disconnects and differing objectives among project stakeholders that result in lack of infrastructure sustainability and resiliency. Using a case study from Western Africa, the course will consider the impact of globalization, the attitudes of industrialized societies, and the role of place-based knowledge in designing and implementing infrastructure interventions for rural societies. Same as AFST 233.",3 hours.,Same as AFST 233.,,3 hours
2026,Spring,ABE,341,Transport Processes in ABE,"Principles of transport processes involving momentum, heat, and mass as applied to biological systems in agriculture, food, energy, and the environment. Credit is not given for both ABE 341 and CHBE 421. Prerequisite: ABE 227 and ABE 228.",3 hours.,Credit is not given for both ABE 341 and CHBE 421. Prerequisite: ABE 227 and ABE 228.,,3 hours
2026,Spring,ABE,341,Transport Processes in ABE,"Principles of transport processes involving momentum, heat, and mass as applied to biological systems in agriculture, food, energy, and the environment. Credit is not given for both ABE 341 and CHBE 421. Prerequisite: ABE 227 and ABE 228.",3 hours.,Credit is not given for both ABE 341 and CHBE 421. Prerequisite: ABE 227 and ABE 228.,,3 hours
2026,Spring,ABE,361,Functional Analysis and Design of Agricultural Machine Systems,"Design and development concepts of agricultural machines; analysis and synthesis of tillage, planting, harvesting, chemical application, material handling mechanisms, and precision farming tools. Prerequisite: TAM 212.",3 hours.,Prerequisite: TAM 212.,,
2026,Spring,ABE,361,Functional Analysis and Design of Agricultural Machine Systems,"Design and development concepts of agricultural machines; analysis and synthesis of tillage, planting, harvesting, chemical application, material handling mechanisms, and precision farming tools. Prerequisite: TAM 212.",3 hours.,Prerequisite: TAM 212.,,
2026,Spring,ABE,397,Independent Study,"Individual research, special problems, thesis, development or design work under the supervision of a member of the faculty. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.",1 TO 4 hours.,May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.,,
2026,Spring,ABE,425,Engrg Measurement Systems,"Principles of instrumentation systems, including sensing, signal conditioning, computerized data acquisition, test design, data analysis and synthesis. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Credit is not given for both ABE 425 and ME 360. Prerequisite: ECE 205.",4 hours.,Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Credit is not given for both ABE 425 and ME 360. Prerequisite: ECE 205.,,
2026,Spring,ABE,425,Engrg Measurement Systems,"Principles of instrumentation systems, including sensing, signal conditioning, computerized data acquisition, test design, data analysis and synthesis. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Credit is not given for both ABE 425 and ME 360. Prerequisite: ECE 205.",4 hours.,Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Credit is not given for both ABE 425 and ME 360. Prerequisite: ECE 205.,,
2026,Spring,ABE,425,Engrg Measurement Systems,"Principles of instrumentation systems, including sensing, signal conditioning, computerized data acquisition, test design, data analysis and synthesis. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Credit is not given for both ABE 425 and ME 360. Prerequisite: ECE 205.",4 hours.,Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Credit is not given for both ABE 425 and ME 360. Prerequisite: ECE 205.,,
2026,Spring,ABE,452,Engineering for Disaster Resilience,"Project-based design of resilient food, energy, and water supply chains for disaster-prone regions. Students investigate factors that provide context for specific disaster-prone regions and viable design solutions. Students quantify reliability and resilience of potential solutions, work with communities, aid organizations, and peer institutions identifying designs, eventually seeking pathways to implement solutions. Students will emerge with skills for managing such projects, collaborating closely with communities where local factors have impacts on sustainable engineering designs. 3 OR 4 undergraduate hours. 4 graduate hours. May be repeated one time by undergraduate students if the term project differs from previous term, up to total credit of 7 hrs. Not repeatable for graduate credit. Credit is not given toward graduation for: ABE 452 and ETMA 452.",3 OR 4 hours.,"3 OR 4 undergraduate hours. 4 graduate hours. May be repeated one time by undergraduate students if the term project differs from previous term, up to total credit of 7 hrs. Not repeatable for graduate credit. Credit is not given toward graduation for: ABE 452 and ETMA 452.",,3 hours
2026,Spring,ABE,452,Engineering for Disaster Resilience,"Project-based design of resilient food, energy, and water supply chains for disaster-prone regions. Students investigate factors that provide context for specific disaster-prone regions and viable design solutions. Students quantify reliability and resilience of potential solutions, work with communities, aid organizations, and peer institutions identifying designs, eventually seeking pathways to implement solutions. Students will emerge with skills for managing such projects, collaborating closely with communities where local factors have impacts on sustainable engineering designs. 3 OR 4 undergraduate hours. 4 graduate hours. May be repeated one time by undergraduate students if the term project differs from previous term, up to total credit of 7 hrs. Not repeatable for graduate credit. Credit is not given toward graduation for: ABE 452 and ETMA 452.",3 OR 4 hours.,"3 OR 4 undergraduate hours. 4 graduate hours. May be repeated one time by undergraduate students if the term project differs from previous term, up to total credit of 7 hrs. Not repeatable for graduate credit. Credit is not given toward graduation for: ABE 452 and ETMA 452.",,3 hours
